location,section,level / floor,trade,state,start_date,complete_date,capture_date,building
KEY ROOM 185,C,1,Wall Drywall,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,In Wall Insulation,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Plumbing,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,KEY ROOM 185
KEY ROOM 185,C,1,Wall Prime Paint,in-progress,,,2025/04/11,KEY ROOM 185
IT MANAGER 136,C,1,Wall Drywall,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,In Wall Insulation,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Plumbing,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,IT MANAGER 136
IT MANAGER 136,C,1,Wall Prime Paint,in-progress,,,2025/04/11,IT MANAGER 136
IT 135,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,IT 135
IT 135,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,IT 135
IT 135,C,1,Overhead Plumbing,in-progress,,,2025/04/11,IT 135
IT 135,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,IT 135
IT 135,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,IT 135
IT 135,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,IT 135
IT 135,C,1,Wall Prime Paint,in-progress,,,2025/04/11,IT 135
RECORDS 130,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,RECORDS 130
RECORDS 130,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,RECORDS 130
RECORDS 130,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RECORDS 130
RECORDS 130,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,RECORDS 130
RECORDS 130,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECORDS 130
RECORDS 130,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECORDS 130
RECORDS 130,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RECORDS 130
RECORDS STORAGE 133,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECORDS STORAGE 133
RECORDS STORAGE 133,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RECORDS STORAGE 133
COMMUNITY ROOM 247 PPL 102,C,2,Wall Drywall,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,In Wall Insulation,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Plumbing,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Wall Drywall Finish,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Duct Insulation,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Overhead Duct Rough In,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
COMMUNITY ROOM 247 PPL 102,C,2,Wall Prime Paint,in-progress,,,2025/04/11,COMMUNITY ROOM 247 PPL 102
STUDIO 126,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,STUDIO 126
STUDIO 126,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,STUDIO 126
STUDIO 126,C,1,Overhead Plumbing,in-progress,,,2025/04/11,STUDIO 126
STUDIO 126,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,STUDIO 126
STUDIO 126,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,STUDIO 126
STUDIO 126,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,STUDIO 126
STUDIO 126,C,1,Wall Prime Paint,in-progress,,,2025/04/11,STUDIO 126
STORAGE 127,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,STORAGE 127
STORAGE 127,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,STORAGE 127
STORAGE 127,C,1,Overhead Plumbing,in-progress,,,2025/04/11,STORAGE 127
STORAGE 127,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,STORAGE 127
STORAGE 127,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,STORAGE 127
STORAGE 127,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,STORAGE 127
STORAGE 127,C,1,Wall Prime Paint,in-progress,,,2025/04/11,STORAGE 127
RECORDS SUPERVISOR 132,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 132,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RECORDS SUPERVISOR 132
RECORDS SUPERVISOR 131,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Plumbing,in-progress,,,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECORDS SUPERVISOR 131
RECORDS SUPERVISOR 131,C,1,Wall Prime Paint,in-progress,,,2025/04/11,RECORDS SUPERVISOR 131
OFFICE 128,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,OFFICE 128
OFFICE 128,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,OFFICE 128
OFFICE 128,C,1,Overhead Plumbing,in-progress,,,2025/04/11,OFFICE 128
OFFICE 128,C,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,OFFICE 128
OFFICE 128,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,OFFICE 128
OFFICE 128,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,OFFICE 128
OFFICE 128,C,1,Wall Prime Paint,in-progress,,,2025/04/11,OFFICE 128
SUPERVISOR 129,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Plumbing,in-progress,,,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SUPERVISOR 129
SUPERVISOR 129,C,1,Wall Prime Paint,in-progress,,,2025/04/11,SUPERVISOR 129
COMMUNITY AFFAIRS 124,C,1,Wall Drywall,complete,,2025/04/11,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Plumbing,in-progress,,,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,COMMUNITY AFFAIRS 124
COMMUNITY AFFAIRS 124,C,1,Wall Prime Paint,in-progress,,,2025/04/11,COMMUNITY AFFAIRS 124
AV ROOM 103,C,1,Wall Drywall,in-progress,,,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,Overhead Plumbing,in-progress,,,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,AV ROOM 103
AV ROOM 103,C,1,Wall Prime Paint,in-progress,,,2025/04/11,AV ROOM 103
STORAGE 104,C,1,Wall Drywall,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,In Wall Insulation,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,Overhead Plumbing,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,STORAGE 104
STORAGE 104,C,1,Wall Prime Paint,in-progress,,,2025/04/11,STORAGE 104
ADMIN ASSISTANT 125,C,1,Wall Drywall,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,In Wall Insulation,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Plumbing,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Drywall Finish,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Insulation,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Overhead Duct Rough In,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
ADMIN ASSISTANT 125,C,1,Wall Prime Paint,in-progress,,,2025/04/11,ADMIN ASSISTANT 125
RECEPTION 101,B,1,Wall Drywall,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,In Wall Insulation,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,Overhead Plumbing,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,RECEPTION 101
RECEPTION 101,B,1,Wall Prime Paint,in-progress,,,2025/04/11,RECEPTION 101
SALLY PORT 105,B,1,Wall Drywall,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,In Wall Insulation,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Plumbing,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SALLY PORT 105
SALLY PORT 105,B,1,Wall Prime Paint,in-progress,,,2025/04/11,SALLY PORT 105
IT 115,B,1,Wall Drywall,in-progress,,,2025/04/11,IT 115
IT 115,B,1,In Wall Insulation,in-progress,,,2025/04/11,IT 115
IT 115,B,1,Overhead Plumbing,in-progress,,,2025/04/11,IT 115
IT 115,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,IT 115
IT 115,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,IT 115
IT 115,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,IT 115
IT 115,B,1,Wall Prime Paint,in-progress,,,2025/04/11,IT 115
MIS SHREDDING 117,B,1,Wall Drywall,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,In Wall Insulation,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MIS SHREDDING 117
MIS SHREDDING 117,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MIS SHREDDING 117
COPY/MAIL ROOM 114,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Plumbing,in-progress,,,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,COPY/MAIL ROOM 114
COPY/MAIL ROOM 114,B,1,Wall Prime Paint,in-progress,,,2025/04/11,COPY/MAIL ROOM 114
MAIN JANITORIAL111,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MAIN JANITORIAL111
MAIN JANITORIAL111,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MAIN JANITORIAL111
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,In Wall Insulation,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MAIN ELECTRICAL ROOM 123,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MAIN ELECTRICAL ROOM 123
MECHANICAL ROOM 122,B,1,Wall Drywall,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,In Wall Insulation,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MECHANICAL ROOM 122,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MECHANICAL ROOM 122
MACHINE ROOM 191,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Plumbing,in-progress,,,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,MACHINE ROOM 191
MACHINE ROOM 191,B,1,Wall Prime Paint,in-progress,,,2025/04/11,MACHINE ROOM 191
INTERNAL AFFAIRS 119,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Plumbing,in-progress,,,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,INTERNAL AFFAIRS 119
INTERNAL AFFAIRS 119,B,1,Wall Prime Paint,in-progress,,,2025/04/11,INTERNAL AFFAIRS 119
FIRE RISER 178,A,1,Wall Drywall,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,In Wall Insulation,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Plumbing,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,FIRE RISER 178
FIRE RISER 178,A,1,Wall Prime Paint,in-progress,,,2025/04/11,FIRE RISER 178
LT 170,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,LT 170
LT 170,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,LT 170
LT 170,A,1,Overhead Plumbing,in-progress,,,2025/04/11,LT 170
LT 170,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,LT 170
LT 170,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,LT 170
LT 170,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,LT 170
LT 170,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,LT 170
SGT 171,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,SGT 171
SGT 171,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,SGT 171
SGT 171,A,1,Overhead Plumbing,in-progress,,,2025/04/11,SGT 171
SGT 171,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,SGT 171
SGT 171,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SGT 171
SGT 171,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SGT 171
SGT 171,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,SGT 171
CPL 173,A,1,Wall Drywall,in-progress,,,2025/04/11,CPL 173
CPL 173,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,CPL 173
CPL 173,A,1,Overhead Plumbing,in-progress,,,2025/04/11,CPL 173
CPL 173,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,CPL 173
CPL 173,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CPL 173
CPL 173,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CPL 173
CPL 173,A,1,Wall Prime Paint,in-progress,,,2025/04/11,CPL 173
JUVENILE INTERVIEW 165,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Plumbing,complete,,2025/04/11,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,JUVENILE INTERVIEW 165
JUVENILE INTERVIEW 165,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,JUVENILE INTERVIEW 165
INTERVIEW / REVIEW ROOM 118,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Plumbing,in-progress,,,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW / REVIEW ROOM 118,B,1,Wall Prime Paint,in-progress,,,2025/04/11,INTERVIEW / REVIEW ROOM 118
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Plumbing,in-progress,,,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERVIEW/ REVIEW ROOM 121,B,1,Wall Prime Paint,in-progress,,,2025/04/11,INTERVIEW/ REVIEW ROOM 121
INTERNAL AFFAIRS 120,B,1,Wall Drywall,complete,,2025/04/11,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Plumbing,in-progress,,,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Wall Drywall Finish,in-progress,,,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Duct Insulation,in-progress,,,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Overhead Duct Rough In,in-progress,,,2025/04/11,INTERNAL AFFAIRS 120
INTERNAL AFFAIRS 120,B,1,Wall Prime Paint,in-progress,,,2025/04/11,INTERNAL AFFAIRS 120
SANE EXAM ROOM 168,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Plumbing,complete,,2025/04/11,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SANE EXAM ROOM 168
SANE EXAM ROOM 168,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,SANE EXAM ROOM 168
SGT 172,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,SGT 172
SGT 172,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,SGT 172
SGT 172,A,1,Overhead Plumbing,in-progress,,,2025/04/11,SGT 172
SGT 172,A,1,Wall Drywall Finish,complete,,2025/04/11,2025/04/11,SGT 172
SGT 172,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,SGT 172
SGT 172,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,SGT 172
SGT 172,A,1,Wall Prime Paint,complete,,2025/04/11,2025/04/11,SGT 172
CONFERENCE/WAR ROOM 163,A,1,Wall Drywall,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,In Wall Insulation,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Plumbing,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Wall Drywall Finish,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Duct Insulation,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Overhead Duct Rough In,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
CONFERENCE/WAR ROOM 163,A,1,Wall Prime Paint,in-progress,,,2025/04/11,CONFERENCE/WAR ROOM 163
COLD CASE 175,A,1,Wall Drywall,complete,,2025/04/11,2025/04/11,COLD CASE 175
COLD CASE 175,A,1,In Wall Insulation,complete,,2025/04/11,2025/04/11,COLD CASE 175
COLD CASE 175,A,1,Overhead Plumbing,in-progress,,,2025/04/11,COLD CASE 175
