date,location,trade,status
2025/05/14,CORRIDOR 108,Overhead Duct Insulation,in progress
2025/05/14,CORRIDOR 108,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 108,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 108,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 108,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 108,Wall Drywall,complete
2025/05/14,CORRIDOR 108,Wall Drywall,complete
2025/05/14,CORRIDOR 108,Wall Drywall Finish,complete
2025/05/14,CORRIDOR 108,Wall Drywall Finish,complete
2025/05/14,CORRIDOR 108,Wall Prime Paint,in progress
2025/05/14,CORRIDOR 108,Wall Prime Paint,in progress
2025/05/14,CORRIDOR 109,In Wall Insulation,complete
2025/05/14,CORRIDOR 109,Overhead Duct Insulation,in progress
2025/05/14,CORRIDOR 109,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 109,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 109,Wall Drywall,complete
2025/05/14,CORRIDOR 109,Wall Drywall Finish,complete
2025/05/14,CORRIDOR 109,Wall Prime Paint,complete
2025/05/14,CORRIDOR 110,In Wall Insulation,complete
2025/05/14,CORRIDOR 110,In Wall Insulation,complete
2025/05/14,CORRIDOR 110,Overhead Duct Insulation,in progress
2025/05/14,CORRIDOR 110,Overhead Duct Insulation,in progress
2025/05/14,CORRIDOR 110,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 110,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 110,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 110,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 110,Wall Drywall,complete
2025/05/14,CORRIDOR 110,Wall Drywall,complete
2025/05/14,CORRIDOR 110,Wall Drywall Finish,in progress
2025/05/14,CORRIDOR 110,Wall Drywall Finish,in progress
2025/05/14,CORRIDOR 110,Wall Prime Paint,in progress
2025/05/14,CORRIDOR 110,Wall Prime Paint,in progress
2025/05/14,CORRIDOR 181,In Wall Insulation,in progress
2025/05/14,CORRIDOR 181,Overhead Duct Insulation,not started
2025/05/14,CORRIDOR 181,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR 181,Overhead Plumbing,in progress
2025/05/14,CORRIDOR 181,Wall Drywall,in progress
2025/05/14,CORRIDOR 181,Wall Drywall Finish,not started
2025/05/14,CORRIDOR 181,Wall Prime Paint,not started
2025/05/14,CORRIDOR144,In Wall Insulation,complete
2025/05/14,CORRIDOR144,Overhead Duct Insulation,in progress
2025/05/14,CORRIDOR144,Overhead Duct Rough In,in progress
2025/05/14,CORRIDOR144,Overhead Plumbing,in progress
2025/05/14,CORRIDOR144,Wall Drywall,in progress
2025/05/14,CORRIDOR144,Wall Drywall Finish,in progress
2025/05/14,CORRIDOR144,Wall Prime Paint,complete
2025/05/14,CPL 173,In Wall Insulation,complete
2025/05/14,CPL 173,Overhead Duct Insulation,in progress
2025/05/14,CPL 173,Overhead Duct Rough In,in progress
2025/05/14,CPL 173,Overhead Plumbing,in progress
2025/05/14,CPL 173,Wall Drywall,complete
2025/05/14,CPL 173,Wall Drywall Finish,in progress
2025/05/14,CPL 173,Wall Prime Paint,in progress
2025/05/14,CPL 174,In Wall Insulation,complete
2025/05/14,CPL 174,Overhead Duct Insulation,in progress
2025/05/14,CPL 174,Overhead Duct Rough In,in progress
2025/05/14,CPL 174,Overhead Plumbing,not started
2025/05/14,CPL 174,Wall Drywall,complete
2025/05/14,CPL 174,Wall Drywall Finish,complete
2025/05/14,CPL 174,Wall Prime Paint,in progress
2025/05/14,DRY STORAGE 146,In Wall Insulation,not started
2025/05/14,DRY STORAGE 146,Overhead Duct Insulation,not started
2025/05/14,DRY STORAGE 146,Overhead Duct Rough In,in progress
2025/05/14,DRY STORAGE 146,Overhead Plumbing,not started
2025/05/14,DRY STORAGE 146,Wall Drywall,not started
2025/05/14,DRY STORAGE 146,Wall Drywall Finish,not started
2025/05/14,DRY STORAGE 146,Wall Prime Paint,not started
2025/05/14,FIRE RISER 178,In Wall Insulation,complete
2025/05/14,FIRE RISER 178,Overhead Duct Insulation,not started
2025/05/14,FIRE RISER 178,Overhead Duct Rough In,not started
2025/05/14,FIRE RISER 178,Overhead Plumbing,not started
2025/05/14,FIRE RISER 178,Wall Drywall,complete
2025/05/14,FIRE RISER 178,Wall Drywall Finish,complete
2025/05/14,FIRE RISER 178,Wall Prime Paint,not started
2025/05/14,GREETING ROOM 106,In Wall Insulation,complete
2025/05/14,GREETING ROOM 106,Overhead Duct Insulation,in progress
2025/05/14,GREETING ROOM 106,Overhead Duct Rough In,in progress
2025/05/14,GREETING ROOM 106,Overhead Plumbing,not started
2025/05/14,GREETING ROOM 106,Wall Drywall,complete
2025/05/14,GREETING ROOM 106,Wall Drywall Finish,complete
2025/05/14,GREETING ROOM 106,Wall Prime Paint,complete
2025/05/14,HR 149,In Wall Insulation,not started
2025/05/14,HR 149,Overhead Duct Insulation,not started
2025/05/14,HR 149,Overhead Duct Rough In,in progress
2025/05/14,HR 149,Overhead Plumbing,not started
2025/05/14,HR 149,Wall Drywall,not started
2025/05/14,HR 149,Wall Drywall Finish,not started
2025/05/14,HR 149,Wall Prime Paint,not started
2025/05/14,HR 150,In Wall Insulation,not started
2025/05/14,HR 150,Overhead Duct Insulation,not started
2025/05/14,HR 150,Overhead Duct Rough In,in progress
2025/05/14,HR 150,Overhead Plumbing,not started
2025/05/14,HR 150,Wall Drywall,not started
2025/05/14,HR 150,Wall Drywall Finish,not started
2025/05/14,HR 150,Wall Prime Paint,not started
2025/05/14,HR 151,In Wall Insulation,not started
2025/05/14,HR 151,Overhead Duct Insulation,not started
2025/05/14,HR 151,Overhead Duct Rough In,in progress
2025/05/14,HR 151,Overhead Plumbing,in progress
2025/05/14,HR 151,Wall Drywall,not started
2025/05/14,HR 151,Wall Drywall Finish,not started
2025/05/14,HR 151,Wall Prime Paint,not started
2025/05/14,HR 154,In Wall Insulation,not started
2025/05/14,HR 154,Overhead Duct Insulation,not started
2025/05/14,HR 154,Overhead Duct Rough In,in progress
2025/05/14,HR 154,Overhead Plumbing,in progress
2025/05/14,HR 154,Wall Drywall,not started
2025/05/14,HR 154,Wall Drywall Finish,not started
2025/05/14,HR 154,Wall Prime Paint,not started
2025/05/14,HR 155,In Wall Insulation,not started
2025/05/14,HR 155,Overhead Duct Insulation,in progress
2025/05/14,HR 155,Overhead Duct Rough In,in progress
2025/05/14,HR 155,Overhead Plumbing,not started
2025/05/14,HR 155,Wall Drywall,not started
2025/05/14,HR 155,Wall Drywall Finish,not started
2025/05/14,HR 155,Wall Prime Paint,not started
2025/05/14,HR 156,In Wall Insulation,no data
2025/05/14,HR 156,Overhead Duct Insulation,no data
2025/05/14,HR 156,Overhead Duct Rough In,no data
2025/05/14,HR 156,Overhead Plumbing,no data
2025/05/14,HR 156,Wall Drywall,no data
2025/05/14,HR 156,Wall Drywall Finish,no data
2025/05/14,HR 156,Wall Prime Paint,no data
2025/05/14,HR 157,In Wall Insulation,not started
2025/05/14,HR 157,Overhead Duct Insulation,not started
2025/05/14,HR 157,Overhead Duct Rough In,in progress
2025/05/14,HR 157,Overhead Plumbing,in progress
2025/05/14,HR 157,Wall Drywall,not started
2025/05/14,HR 157,Wall Drywall Finish,not started
2025/05/14,HR 157,Wall Prime Paint,not started
2025/05/14,HUMAN RESOURCES 148,In Wall Insulation,not started
2025/05/14,HUMAN RESOURCES 148,Overhead Duct Insulation,not started
2025/05/14,HUMAN RESOURCES 148,Overhead Duct Rough In,in progress
2025/05/14,HUMAN RESOURCES 148,Overhead Plumbing,in progress
2025/05/14,HUMAN RESOURCES 148,Wall Drywall,not started
2025/05/14,HUMAN RESOURCES 148,Wall Drywall Finish,not started
2025/05/14,HUMAN RESOURCES 148,Wall Prime Paint,not started
2025/05/14,INTERNAL AFFAIRS 119,In Wall Insulation,complete
2025/05/14,INTERNAL AFFAIRS 119,Overhead Duct Insulation,not started
2025/05/14,INTERNAL AFFAIRS 119,Overhead Duct Rough In,in progress
2025/05/14,INTERNAL AFFAIRS 119,Overhead Plumbing,in progress
2025/05/14,INTERNAL AFFAIRS 119,Wall Drywall,complete
2025/05/14,INTERNAL AFFAIRS 119,Wall Drywall Finish,complete
2025/05/14,INTERNAL AFFAIRS 119,Wall Prime Paint,complete
2025/05/14,INTERNAL AFFAIRS 120,In Wall Insulation,complete
2025/05/14,INTERNAL AFFAIRS 120,Overhead Duct Insulation,in progress
2025/05/14,INTERNAL AFFAIRS 120,Overhead Duct Rough In,in progress
2025/05/14,INTERNAL AFFAIRS 120,Overhead Plumbing,not started
2025/05/14,INTERNAL AFFAIRS 120,Wall Drywall,complete
2025/05/14,INTERNAL AFFAIRS 120,Wall Drywall Finish,complete
2025/05/14,INTERNAL AFFAIRS 120,Wall Prime Paint,complete
2025/05/14,INTERVIEW / REVIEW ROOM 118,In Wall Insulation,complete
2025/05/14,INTERVIEW / REVIEW ROOM 118,Overhead Duct Insulation,in progress
2025/05/14,INTERVIEW / REVIEW ROOM 118,Overhead Duct Rough In,in progress
2025/05/14,INTERVIEW / REVIEW ROOM 118,Overhead Plumbing,not started
2025/05/14,INTERVIEW / REVIEW ROOM 118,Wall Drywall,complete
2025/05/14,INTERVIEW / REVIEW ROOM 118,Wall Drywall Finish,complete
2025/05/14,INTERVIEW / REVIEW ROOM 118,Wall Prime Paint,complete
2025/05/14,INTERVIEW/ REVIEW ROOM 121,In Wall Insulation,complete
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Insulation,in progress
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Rough In,in progress
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Overhead Plumbing,in progress
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Wall Drywall,complete
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Wall Drywall Finish,complete
2025/05/14,INTERVIEW/ REVIEW ROOM 121,Wall Prime Paint,complete
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,In Wall Insulation,complete
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Insulation,in progress
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Rough In,in progress
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Overhead Plumbing,in progress
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall,complete
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall Finish,complete
2025/05/14,INVESTIGATIONS / MAJOR CASE 167,Wall Prime Paint,complete
2025/05/14,IT 115,In Wall Insulation,complete
2025/05/14,IT 115,Overhead Duct Insulation,not started
2025/05/14,IT 115,Overhead Duct Rough In,not started
2025/05/14,IT 115,Overhead Plumbing,in progress
2025/05/14,IT 115,Wall Drywall,complete
2025/05/14,IT 115,Wall Drywall Finish,complete
2025/05/14,IT 115,Wall Prime Paint,complete
2025/05/14,IT 135,In Wall Insulation,complete
2025/05/14,IT 135,Overhead Duct Insulation,in progress
2025/05/14,IT 135,Overhead Duct Rough In,in progress
2025/05/14,IT 135,Overhead Plumbing,in progress
2025/05/14,IT 135,Wall Drywall,complete
2025/05/14,IT 135,Wall Drywall Finish,complete
2025/05/14,IT 135,Wall Prime Paint,complete
2025/05/14,IT MANAGER 136,In Wall Insulation,complete
2025/05/14,IT MANAGER 136,Overhead Duct Insulation,in progress
2025/05/14,IT MANAGER 136,Overhead Duct Rough In,in progress
2025/05/14,IT MANAGER 136,Overhead Plumbing,in progress
2025/05/14,IT MANAGER 136,Wall Drywall,complete
2025/05/14,IT MANAGER 136,Wall Drywall Finish,complete
2025/05/14,IT MANAGER 136,Wall Prime Paint,complete
2025/05/14,IT MANAGER 137,In Wall Insulation,complete
2025/05/14,IT MANAGER 137,Overhead Duct Insulation,in progress
2025/05/14,IT MANAGER 137,Overhead Duct Rough In,in progress
2025/05/14,IT MANAGER 137,Overhead Plumbing,in progress
2025/05/14,IT MANAGER 137,Wall Drywall,complete
2025/05/14,IT MANAGER 137,Wall Drywall Finish,complete
2025/05/14,IT MANAGER 137,Wall Prime Paint,complete
2025/05/14,JUVENILE INTERVIEW 165,In Wall Insulation,complete
2025/05/14,JUVENILE INTERVIEW 165,Overhead Duct Insulation,complete
2025/05/14,JUVENILE INTERVIEW 165,Overhead Duct Rough In,in progress
2025/05/14,JUVENILE INTERVIEW 165,Overhead Plumbing,complete
2025/05/14,JUVENILE INTERVIEW 165,Wall Drywall,complete
2025/05/14,JUVENILE INTERVIEW 165,Wall Drywall Finish,complete
2025/05/14,JUVENILE INTERVIEW 165,Wall Prime Paint,complete
2025/05/14,JUVENILLE INTERVIEWERS 166,In Wall Insulation,complete
2025/05/14,JUVENILLE INTERVIEWERS 166,Overhead Duct Insulation,in progress
2025/05/14,JUVENILLE INTERVIEWERS 166,Overhead Duct Rough In,in progress
2025/05/14,JUVENILLE INTERVIEWERS 166,Overhead Plumbing,not started
2025/05/14,JUVENILLE INTERVIEWERS 166,Wall Drywall,complete
2025/05/14,JUVENILLE INTERVIEWERS 166,Wall Drywall Finish,complete
2025/05/14,JUVENILLE INTERVIEWERS 166,Wall Prime Paint,complete
2025/05/14,KEY ROOM 185,In Wall Insulation,in progress
2025/05/14,KEY ROOM 185,Overhead Duct Insulation,not started
2025/05/14,KEY ROOM 185,Overhead Duct Rough In,in progress
2025/05/14,KEY ROOM 185,Overhead Plumbing,not started
2025/05/14,KEY ROOM 185,Wall Drywall,in progress
2025/05/14,KEY ROOM 185,Wall Drywall Finish,not started
2025/05/14,KEY ROOM 185,Wall Prime Paint,not started
2025/05/14,LT 170,In Wall Insulation,complete
2025/05/14,LT 170,Overhead Duct Insulation,in progress
2025/05/14,LT 170,Overhead Duct Rough In,in progress
2025/05/14,LT 170,Overhead Plumbing,not started
2025/05/14,LT 170,Wall Drywall,complete
2025/05/14,LT 170,Wall Drywall Finish,complete
2025/05/14,LT 170,Wall Prime Paint,complete
2025/05/14,MACHINE ROOM 191,In Wall Insulation,complete
2025/05/14,MACHINE ROOM 191,Overhead Duct Insulation,complete
2025/05/14,MACHINE ROOM 191,Overhead Duct Rough In,in progress
2025/05/14,MACHINE ROOM 191,Overhead Plumbing,not started
2025/05/14,MACHINE ROOM 191,Wall Drywall,complete
2025/05/14,MACHINE ROOM 191,Wall Drywall Finish,complete
2025/05/14,MACHINE ROOM 191,Wall Prime Paint,complete
2025/05/14,MAIN ELECTRICAL ROOM 123,In Wall Insulation,complete
2025/05/14,MAIN ELECTRICAL ROOM 123,Overhead Duct Insulation,not started
2025/05/14,MAIN ELECTRICAL ROOM 123,Overhead Duct Rough In,not started
2025/05/14,MAIN ELECTRICAL ROOM 123,Overhead Plumbing,not started
2025/05/14,MAIN ELECTRICAL ROOM 123,Wall Drywall,complete
2025/05/14,MAIN ELECTRICAL ROOM 123,Wall Drywall Finish,complete
2025/05/14,MAIN ELECTRICAL ROOM 123,Wall Prime Paint,in progress
2025/05/14,MAIN JANITORIAL111,In Wall Insulation,complete
2025/05/14,MAIN JANITORIAL111,Overhead Duct Insulation,in progress
2025/05/14,MAIN JANITORIAL111,Overhead Duct Rough In,in progress
2025/05/14,MAIN JANITORIAL111,Overhead Plumbing,in progress
2025/05/14,MAIN JANITORIAL111,Wall Drywall,complete
2025/05/14,MAIN JANITORIAL111,Wall Drywall Finish,complete
2025/05/14,MAIN JANITORIAL111,Wall Prime Paint,in progress
2025/05/14,MARINE SERGEANT 142,In Wall Insulation,complete
2025/05/14,MARINE SERGEANT 142,Overhead Duct Insulation,in progress
2025/05/14,MARINE SERGEANT 142,Overhead Duct Rough In,in progress
2025/05/14,MARINE SERGEANT 142,Overhead Plumbing,in progress
2025/05/14,MARINE SERGEANT 142,Wall Drywall,complete
2025/05/14,MARINE SERGEANT 142,Wall Drywall Finish,complete
2025/05/14,MARINE SERGEANT 142,Wall Prime Paint,complete
2025/05/14,MECHANICAL 192,In Wall Insulation,complete
2025/05/14,MECHANICAL 192,Overhead Duct Insulation,not started
2025/05/14,MECHANICAL 192,Overhead Duct Rough In,in progress
2025/05/14,MECHANICAL 192,Overhead Plumbing,in progress
2025/05/14,MECHANICAL 192,Wall Drywall,complete
2025/05/14,MECHANICAL 192,Wall Drywall Finish,complete
2025/05/14,MECHANICAL 192,Wall Prime Paint,complete
2025/05/14,MECHANICAL ROOM 122,In Wall Insulation,complete
2025/05/14,MECHANICAL ROOM 122,Overhead Duct Insulation,not started
2025/05/14,MECHANICAL ROOM 122,Overhead Duct Rough In,in progress
2025/05/14,MECHANICAL ROOM 122,Overhead Plumbing,complete
2025/05/14,MECHANICAL ROOM 122,Wall Drywall,complete
2025/05/14,MECHANICAL ROOM 122,Wall Drywall Finish,complete
2025/05/14,MECHANICAL ROOM 122,Wall Prime Paint,complete
2025/05/14,MENS RESTROOM 112,In Wall Insulation,complete
2025/05/14,MENS RESTROOM 112,Overhead Duct Insulation,complete
2025/05/14,MENS RESTROOM 112,Overhead Duct Rough In,in progress
2025/05/14,MENS RESTROOM 112,Overhead Plumbing,complete
2025/05/14,MENS RESTROOM 112,Wall Drywall,complete
2025/05/14,MENS RESTROOM 112,Wall Drywall Finish,in progress
2025/05/14,MENS RESTROOM 112,Wall Prime Paint,not started
2025/05/14,MIS EQUIPMENT STORAGE 138,In Wall Insulation,complete
2025/05/14,MIS EQUIPMENT STORAGE 138,Overhead Duct Insulation,in progress
2025/05/14,MIS EQUIPMENT STORAGE 138,Overhead Duct Rough In,in progress
2025/05/14,MIS EQUIPMENT STORAGE 138,Overhead Plumbing,in progress
2025/05/14,MIS EQUIPMENT STORAGE 138,Wall Drywall,complete
2025/05/14,MIS EQUIPMENT STORAGE 138,Wall Drywall Finish,complete
2025/05/14,MIS EQUIPMENT STORAGE 138,Wall Prime Paint,complete
2025/05/14,MIS SHREDDING 117,In Wall Insulation,complete
2025/05/14,MIS SHREDDING 117,Overhead Duct Insulation,not started
2025/05/14,MIS SHREDDING 117,Overhead Duct Rough In,in progress
2025/05/14,MIS SHREDDING 117,Overhead Plumbing,in progress
2025/05/14,MIS SHREDDING 117,Wall Drywall,complete
2025/05/14,MIS SHREDDING 117,Wall Drywall Finish,complete
2025/05/14,MIS SHREDDING 117,Wall Prime Paint,complete
2025/05/14,OFFICE 128,In Wall Insulation,complete
2025/05/14,OFFICE 128,Overhead Duct Insulation,in progress
2025/05/14,OFFICE 128,Overhead Duct Rough In,in progress
2025/05/14,OFFICE 128,Overhead Plumbing,not started
2025/05/14,OFFICE 128,Wall Drywall,complete
2025/05/14,OFFICE 128,Wall Drywall Finish,complete
2025/05/14,OFFICE 128,Wall Prime Paint,complete
2025/05/14,OPERATIONS SUPPORT DIVISION 139,In Wall Insulation,complete
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Insulation,in progress
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Rough In,in progress
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Overhead Plumbing,in progress
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Wall Drywall,complete
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Wall Drywall Finish,complete
2025/05/14,OPERATIONS SUPPORT DIVISION 139,Wall Prime Paint,in progress
2025/05/14,PARTS STORAGE 189,In Wall Insulation,in progress
2025/05/14,PARTS STORAGE 189,Overhead Duct Insulation,not started
2025/05/14,PARTS STORAGE 189,Overhead Duct Rough In,in progress
2025/05/14,PARTS STORAGE 189,Overhead Plumbing,not started
2025/05/14,PARTS STORAGE 189,Wall Drywall,in progress
2025/05/14,PARTS STORAGE 189,Wall Drywall Finish,in progress
2025/05/14,PARTS STORAGE 189,Wall Prime Paint,not started
2025/05/14,PUBLIC RESTROOM 106,In Wall Insulation,no data
2025/05/14,PUBLIC RESTROOM 106,Overhead Duct Insulation,no data
2025/05/14,PUBLIC RESTROOM 106,Overhead Duct Rough In,no data
2025/05/14,PUBLIC RESTROOM 106,Overhead Plumbing,no data
2025/05/14,PUBLIC RESTROOM 106,Wall Drywall,no data
2025/05/14,PUBLIC RESTROOM 106,Wall Drywall Finish,no data
2025/05/14,PUBLIC RESTROOM 106,Wall Prime Paint,no data
2025/05/14,Polygraph 152,In Wall Insulation,in progress
2025/05/14,Polygraph 152,Overhead Duct Insulation,not started
2025/05/14,Polygraph 152,Overhead Duct Rough In,in progress
2025/05/14,Polygraph 152,Overhead Plumbing,not started
2025/05/14,Polygraph 152,Wall Drywall,in progress
2025/05/14,Polygraph 152,Wall Drywall Finish,not started
2025/05/14,Polygraph 152,Wall Prime Paint,not started
2025/05/14,RECEPTION 101,In Wall Insulation,not started
2025/05/14,RECEPTION 101,Overhead Duct Insulation,not started
2025/05/14,RECEPTION 101,Overhead Duct Rough In,in progress
2025/05/14,RECEPTION 101,Overhead Plumbing,not started
2025/05/14,RECEPTION 101,Wall Drywall,not started
2025/05/14,RECEPTION 101,Wall Drywall Finish,not started
2025/05/14,RECEPTION 101,Wall Prime Paint,not started
2025/05/14,RECEPTION 147,In Wall Insulation,in progress
2025/05/14,RECEPTION 147,Overhead Duct Insulation,in progress
2025/05/14,RECEPTION 147,Overhead Duct Rough In,in progress
2025/05/14,RECEPTION 147,Overhead Plumbing,in progress
2025/05/14,RECEPTION 147,Wall Drywall,in progress
2025/05/14,RECEPTION 147,Wall Drywall Finish,not started
2025/05/14,RECEPTION 147,Wall Prime Paint,not started
2025/05/14,RECEPTION 179,In Wall Insulation,in progress
